,sno,complaint,complaint_description,complaint_type,recieved_date,incident_date,county,incident_closed_date,incident_status_desc,incident_zip
977,978,99759,Open Burning House Debris,Open Burning,2022-07-13,2022-07-13,Garrett,,Referred to Outside Agency,21531
978,979,99757,Fugitive Material from Tire Recycling Facility,Fugitive Dust/Particulate Matter,2022-06-29,2022-07-29,Allegany,2022-07-15,Incident Closed - No further action,21562
979,980,99756,Unknown,Other,2022-06-27,2022-06-27,Allegany,2022-07-15,Incident Closed - No further action,21532
980,981,99744,Air Quality,Air,2022-07-13,,Anne Arundel,2022-07-13,Incident Closed - No further action,
981,982,99730,Burning loads of construction & demolition debris.,Air,2022-07-11,2022-07-08,Anne Arundel,2022-07-13,Incident Closed-Managed,21077
982,983,99721,complainant making inquiry about idling law in Maryland,Other,2022-07-07,2022-07-07,Howard,2022-07-08,Incident Closed-Managed,
983,984,99706,Odor in area around American Yeast on Beachwood Road,Odor,2022-05-29,2022-05-29,Baltimore,2023-02-13,Incident Closed-Managed,21222
984,985,99705,Odor in area around American Yeast on Beachwood Road,Odor,2022-05-28,2022-05-28,Baltimore,2023-02-13,Incident Closed-Managed,21222
985,986,99704,Odor in area around American Yeast plant on Beachwood Road.,Odor,2022-05-27,2022-05-27,Baltimore,2023-02-13,Incident Closed-Managed,21222
986,987,99703,Cat urine odor from neighbor's house.,Air,2022-07-06,2022-07-05,Anne Arundel,2022-07-06,Incident Closed-No Violation Observed,21108
987,988,99702,Cat urine odor from neighbor's house.,Air,2022-07-06,2022-07-05,Anne Arundel,2022-07-06,Incident Closed-No Violation Observed,21108
988,989,99671,Odor Complaint,Odor,2022-06-27,2022-06-14,Baltimore City,2022-06-14,Incident Closed - No further action,21224
989,990,99670,Odor Complaint,Odor,2022-06-27,2022-06-13,Baltimore City,2022-06-13,Incident Closed - No further action,21224
990,991,99652,Open burning leaves.,Air,2022-06-21,2022-06-15,Anne Arundel,2022-06-21,Incident Closed - No further action,21225
991,992,99651,He smells an industrial odor in the residential neighborhood.,Odor,2022-06-14,2022-06-14,Baltimore City,2022-06-21,Incident Closed-Managed,
992,993,99650,He smells an industrial odor in the residential neighborhood.,Odor,2022-06-12,2022-06-12,Baltimore City,2022-06-21,Incident Closed-Managed,
993,994,99649,He smells an industrial odor in the residential neighborhood.,Odor,2022-06-11,2022-06-11,Baltimore City,2022-06-21,Incident Closed-Managed,
994,995,99648,Open burning of leaves at neighbor's yard.,Air,2022-06-21,2022-06-15,Anne Arundel,2022-06-21,Incident Closed - No further action,
995,996,99643,Dust From Demolition Project and Crusher on Site,Fugitive Dust/Particulate Matter,2022-06-15,2022-06-15,Allegany,2024-01-31,Incident Closed - No further action,21502
996,997,99635,Odors from waterman spraying crab pots,Odor,2022-06-16,2022-06-16,Somerset,,Referred to Outside Agency,21824
997,998,99563,Employer is allowing refrigerant release and also providing unsafe working conditions.,"Air, Air Pollutant Release",2022-06-09,2022-06-09,Montgomery,,Referred to Outside Agency,
998,999,99561,An individual complained to the Governor's Office regarding Georgia Avenue dry cleaners. The complaint was forwarded to the Air Quality Compliance Program.,"Air, Odor",2022-05-24,2022-05-11,Montgomery,2022-06-10,Incident Closed-Managed,20910
999,1000,99561,An individual complained to the Governor's Office regarding Georgia Avenue dry cleaners. The complaint was forwarded to the Air Quality Compliance Program.,"Air, Odor",2022-05-24,2022-05-11,Montgomery,2022-06-10,Incident Closed-Managed,20910
1000,1001,99561,An individual complained to the Governor's Office regarding Georgia Avenue dry cleaners. The complaint was forwarded to the Air Quality Compliance Program.,"Air, Odor",2022-05-24,2022-05-11,Montgomery,2022-06-10,Incident Closed-Managed,20910
1001,1002,99561,An individual complained to the Governor's Office regarding Georgia Avenue dry cleaners. The complaint was forwarded to the Air Quality Compliance Program.,"Air, Odor",2022-05-24,2022-05-11,Montgomery,2022-06-10,Incident Closed-Managed,20910
1002,1003,99560,There is a demolition occurring in the area creating dust.,Fugitive Dust/Particulate Matter,2022-06-03,2022-06-03,Baltimore City,2022-06-09,Incident Closed-Managed,
1003,1004,99559,He smells an industrial odor in the residential neighborhood.,Odor,2022-06-02,2022-06-02,Baltimore City,2022-06-09,Incident Closed-Managed,
1004,1005,99558,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-26,2022-05-26,Baltimore City,2022-06-09,Incident Closed-Managed,
1005,1006,99557,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-25,2022-05-25,Baltimore City,2022-06-09,Incident Closed-Managed,
1006,1007,99551,Concerns of Freon in the area,Other,2022-06-06,2022-06-06,Not Yet Determined,2022-06-08,Incident Closed-Managed,
1007,1008,99550,Playground fire occurred at a playground with recycled tire mulch. Concerned with toxins associated with the recycled tires.,"Fumes, Open Burning, Smoke",2022-06-06,2022-06-06,Montgomery,,Referred to Outside Agency,20837
1008,1009,99542,Smoke from neighbor clearing and burning trees & brush from his 3 acre land.,Air,2022-06-06,2022-06-06,Anne Arundel,2022-06-09,Incident Closed-Managed,21035
1009,1010,99538,Feces odor coming from a homeowner's yard at 1215 Thompson Avenue.  Property has goats and chickens.  Residential area with nearby/close homes.,Air,2022-06-06,2022-06-03,Anne Arundel,,Referred to Outside Agency,21144
1010,1011,99537,Open Burning,Open Burning,2022-06-03,2022-06-03,Washington,,Referred to Outside Agency,21750
1011,1012,99528,Dust from paving,Fugitive Dust/Particulate Matter,2022-06-02,2022-06-02,Baltimore,2023-06-23,Incident Closed-No Violation Observed,
1012,1013,99525,Odor at the back of her house and near Marley Creek.,Air,2022-06-01,2022-06-01,Anne Arundel,2022-06-02,Incident Closed-Managed,21060
1013,1014,99524,Odor from mosquito and bug spray company spraying at next door neighbor's yard.,Air,2022-06-01,2022-05-26,Anne Arundel,2022-05-26,Incident Closed-No Violation Observed,21144
1014,1015,99521,Bat in my Attic,Other,2022-05-31,2022-05-31,Allegany,2022-06-01,Incident Closed - No further action,21502
1015,1016,99516,Open burning in fire pit too close to complainant's house.,Open Burning,2022-05-31,2022-05-30,Wicomico,2022-06-01,Incident Closed-No Violation Observed,21804
1016,1017,99514,Odors from composting facility,Odor,2022-05-24,2022-05-24,Caroline,,Referred to LMA,21660
1017,1018,99513,Odor inside complainant's home.,Odor,2022-05-23,2022-05-23,Not Yet Determined,,Incident Not Applicable to MDE,
1018,1019,99512,Open burning of recreational fire creating nuisance.,Open Burning,2022-05-23,2022-05-23,Worcester,,Referred to Outside Agency,21811
1019,1020,99511,"Burning of refrigerator, HVAC equipment and oils and plastic.",Open Burning,2022-05-20,2022-05-20,Somerset,2022-05-23,Incident Closed-No Violation Observed,21821
1020,1021,99509,Gaithersburg High School has vehicle paint booth that emits odor throughout building.,"Fumes, Odor",2022-05-27,2022-02-09,Montgomery,,Referred to Outside Agency,20877
1021,1022,99508,Smoke from burning yard waste at neighbor's property,Open Burning,2022-05-24,2022-05-20,Montgomery,,Referred to Outside Agency,20904
1022,1023,99507,Concerns regarding activities at Owens Landing Marina including dust.,Fugitive Dust/Particulate Matter,2022-05-19,2022-05-19,Cecil,,Referred to WMA,21903
1023,1024,99506,Contractor is grit basting bridge without containment.,Fugitive Dust/Particulate Matter,2022-05-12,2022-05-12,Baltimore City,2022-06-09,Incident Closed-Managed,
1024,1025,99505,There is a chemical odor coming from her pantry and does not want to turn on oven.,Odor,2022-05-20,2022-05-20,Baltimore City,2022-05-27,Incident Closed - No further action,
1025,1026,99504,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-20,2022-05-20,Baltimore City,2022-05-27,Incident Closed-Managed,
1026,1027,99503,"BGE gas line has a leak for 15 years, they are aware of the leak and have not repaired the line.",Air,2022-05-19,2022-05-19,Baltimore City,2022-05-27,Incident Closed - No further action,
1027,1028,99499,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-19,2022-05-19,Baltimore City,2022-05-25,Incident Closed-Managed,
1028,1029,99498,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-18,2022-05-18,Baltimore City,2022-05-25,Incident Closed-Managed,
1029,1030,99497,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-17,2022-05-17,Baltimore City,2022-05-25,Incident Closed-Managed,
1030,1031,99496,She wanted information if air is heavily polluted in Baltimore City.,Air,2022-05-16,2022-05-16,Baltimore City,2022-05-27,Incident Closed - No further action,
1031,1032,99495,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-15,2022-05-15,Baltimore City,2022-05-25,Incident Closed-Managed,
1032,1033,99494,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-14,2022-05-14,Baltimore City,2022-05-25,Incident Closed-Managed,
1033,1034,99493,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-12,2022-05-12,Baltimore City,2022-05-25,Incident Closed-Managed,
1034,1035,99491,concern of sediments in Bladensburg water front,Other,2022-05-24,2022-05-22,Prince George's,2022-05-24,Incident Closed-Managed,
1035,1036,99483,Mold in complainant's apartment.,Other,2022-05-20,2022-05-20,Baltimore,,Incident Not Applicable to MDE,
1036,1037,99481,smell in apartment unit,Other,2022-05-18,2022-05-18,Prince George's,2022-05-20,Incident Closed-Managed,
1037,1038,89463,Odor Complaint,Odor,2022-05-06,2022-05-06,Dorchester,2022-05-06,Incident Closed - No further action,21835
1038,1039,89462,Odor,Odor,2022-05-11,2022-05-11,Caroline,,Referred to LMA,21660
1039,1040,89459,Neighbor is burning bamboo,Smoke,2022-05-11,2022-05-11,Harford,2022-05-19,Incident Closed-Managed,
1040,1041,89456,Neighbor is burning bamboo,Smoke,2022-05-11,,Harford,2022-05-12,Incident Closed - No further action,
1041,1042,89445,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-09,2022-05-09,Baltimore City,2022-05-10,Incident Closed-Managed,
1042,1043,89444,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-04,2022-05-04,Baltimore City,2022-05-10,Incident Closed-Managed,
1043,1044,89443,He smells an industrial odor in the residential neighborhood.,Odor,2022-05-01,2022-05-01,Baltimore City,2022-05-10,Incident Closed-Managed,
1044,1045,89436,Odor Complaint,Odor,2022-03-30,2022-03-30,Dorchester,2022-03-30,Incident Closed - No further action,21835
1045,1046,89435,Odor Complaint,Odor,2022-02-25,2022-02-24,Dorchester,2022-02-24,Incident Closed - No further action,21835
1046,1047,89433,Firepit in front parking lot at her townhouse neighborhood.,Air,2022-05-06,2022-05-04,Anne Arundel,2022-05-06,Incident Closed-No Violation Observed,
1047,1048,89432,Odor in home,Odor,2022-05-04,2022-05-04,Baltimore,,Incident Not Applicable to MDE,
1048,1049,89430,concerns of neighbor burning log of woods,Other,2022-05-03,2022-05-03,Howard,,Referred to Outside Agency,
1049,1050,89416,Piles of old furniture believed  going to be open burned by furniture store.,Open Burning,2022-04-29,2022-04-29,Caroline,2022-05-03,Incident Closed-No Violation Observed,21632
1050,1051,89413,Demolition occurring next-door to American Plant Nursery is causing severe dust issues.,Fugitive Dust/Particulate Matter,2022-04-29,2022-04-29,Montgomery,,Referred to Outside Agency,20816
1051,1052,89412,Smoke from open burning,Smoke,2022-05-03,2022-04-22,Somerset,,Under Investigation,21817
1052,1053,89408,Concern of Loud noise in the area,Other,2022-05-01,2022-05-01,Prince George's,,Referred to Outside Agency,
1053,1054,89407,concerns of smell in her surroundings,Other,2022-04-29,2022-04-29,Prince George's,,Referred to Outside Agency,
1054,1055,89406,concerns of smell in her surroundings,Other,2022-04-29,2022-04-29,Prince George's,,Referred to Outside Agency,
1055,1056,89404,concerns of smell in her surroundings,Other,2022-04-28,2022-04-28,Prince George's,,Referred to Outside Agency,
1056,1057,89402,Odor,Odor,2022-04-27,2022-04-26,Harford,2022-04-29,Incident Closed-Managed,
1057,1058,89401,Odor inside apartment.,Air,2022-04-29,2022-04-28,Anne Arundel,,Incident Not Applicable to MDE,21076
1058,1059,89400,Odor from septic tank.,Air,2022-04-29,2022-04-28,Anne Arundel,2022-04-29,Incident Closed-No Violation Observed,21122
1059,1060,89399,Smoke from open burning.,Air,2022-04-29,2022-04-28,Anne Arundel,2022-04-29,Incident Closed-Managed,
1060,1061,89397,He smells an industrial odor in the residential neighborhood.,Odor,2022-04-24,2022-04-24,Baltimore City,2022-04-28,Incident Closed-Managed,
1061,1062,89396,He smells an industrial odor in the residential neighborhood.,Odor,2022-04-22,2022-04-22,Baltimore City,2022-04-28,Incident Closed-Managed,
1062,1063,89395,He smells an industrial odor in the residential neighborhood.,Odor,2022-04-20,2022-04-20,Baltimore City,2022-04-28,Incident Closed-Managed,
1063,1064,89392,Citizen had questions re burning yard debris from storm,Other,2022-04-26,2022-04-26,St. Mary's,2022-04-27,Incident Closed - No further action,
1064,1065,89388,Toxic fumes/odor from the basement in his house.,Air,2022-04-27,2022-04-22,Anne Arundel,,Incident Not Applicable to MDE,
1065,1066,89387,dust on car in the area from the Quarry,Other,2022-04-22,2022-04-22,Howard,,Under Investigation,20794
1066,1067,79382,Automotive spray painting fumes occurring in residential neighborhood.,Air,2022-04-21,2022-04-20,Anne Arundel,2022-04-21,Incident Closed-Managed,
1067,1068,79380,Indoor air issue.,Air,2022-04-21,2022-04-19,Anne Arundel,,Incident Not Applicable to MDE,
1068,1069,79379,Indoor Air,Odor,2022-04-18,2022-04-18,Allegany,2022-04-21,Incident Closed - No further action,21502
1069,1070,79378,He smells an industrial odor in the residential neighborhood.,Odor,2022-04-15,2022-04-15,Baltimore City,2022-04-20,Incident Closed-Managed,
1070,1071,79377,Neighbor farm is spreading lime on the field creating visible emissions.,Fugitive Dust/Particulate Matter,2022-04-14,2022-04-14,Calvert,2022-04-20,Incident Closed-Managed,
1071,1072,79376,He smells an industrial odor in the residential neighborhood.,Odor,2022-04-13,2022-04-13,Baltimore City,2022-04-20,Incident Closed-Managed,
1072,1073,79375,He smells an industrial odor in the residential neighborhood.,Odor,2022-04-12,2022-04-12,Baltimore City,2022-04-20,Incident Closed-Managed,
1073,1074,79374,He smells an industrial odor in the residential neighborhood.,Odor,2022-04-11,2022-04-11,Baltimore City,2022-04-20,Incident Closed-Managed,
1074,1075,79373,He smells an industrial odor in the residential neighborhood.,Odor,2022-04-06,2022-04-06,Baltimore City,2022-04-20,Incident Closed-Managed,
1075,1076,79371,He smells an industrial odor in the residential neighborhood.,Odor,2022-04-05,2022-04-05,Baltimore City,2022-04-20,Incident Closed-Managed,
1076,1077,79370,He smells an industrial odor in the residential neighborhood.,Odor,2022-04-04,2022-04-04,Baltimore City,2022-04-20,Incident Closed-Managed,
